Primary_Language,Secondary_Language,Lang_3,Lang_4,Lang_5,Lang_6,framework,Best_fit_Job
JavaScript,C#,,HTML/CSS,,,React,Front-End Developer
JavaScript,C#,,Swift,,,None,Mobile App Developer (iOS)
JavaScript,HTML/CSS,,C#,Kotlin,Java,None,Mobile App Developer (Android)
C#,HTML/CSS,,,,,None,Game Developer
Python,C/C++,Kotlin,,C#,,None,Mobile App Developer (Android)
C#,Java,,,,Python,None,Game Developer
Python,PHP,Kotlin,,,C#,None,Mobile App Developer (Android)
C#,,,Swift,Kotlin,Python,React,Mobile App Developer (iOS)
C/C++,Swift,,C#,,Java,None,Mobile App Developer (iOS)
Java,JavaScript,,C#,,,None,Mobile App Developer (Android)
C/C++,HTML/CSS,PHP,JavaScript,Swift,,None,Mobile App Developer (iOS)
Python,SQL,PHP,,Kotlin,,None,Mobile App Developer (Android)
C/C++,Python,,,,,None,Game Developer
JavaScript,Java,Kotlin,C#,,,React,Mobile App Developer (Android)
Python,C#,HTML/CSS,,C/C++,SQL,None,Database Administrator
Java,C#,,,PHP,,None,Mobile App Developer (Android)
Python,Kotlin,C/C++,HTML/CSS,C#,,None,Mobile App Developer (Android)
Python,C#,Kotlin,,,,None,Mobile App Developer (Android)
JavaScript,Python,,Swift,,,None,Mobile App Developer (iOS)
JavaScript,HTML/CSS,,Python,,Java,React,Front-End Developer
C#,,,Swift,Python,Java,React,Mobile App Developer (iOS)
JavaScript,C#,,,SQL,,None,Database Administrator
C/C++,,Java,,HTML/CSS,,None,Game Developer
Java,Kotlin,JavaScript,SQL,,,None,Mobile App Developer (Android)
Java,,,,,,React,Mobile App Developer (Android)
C/C++,Java,HTML/CSS,,Python,,None,Game Developer
Java,C#,,,SQL,C/C++,None,Mobile App Developer (Android)
Python,C#,,,,Swift,None,Mobile App Developer (iOS)
C/C++,PHP,,,JavaScript,,None,Game Developer
Java,PHP,Python,JavaScript,,,None,Mobile App Developer (Android)
Java,PHP,,,,Swift,None,Mobile App Developer (iOS)
C/C++,,Java,Python,,,None,Game Developer
Python,Java,,,,,None,Cybersecurity Analyst
C#,HTML/CSS,,C/C++,,Kotlin,None,Mobile App Developer (Android)
C#,SQL,,Kotlin,Python,JavaScript,None,Mobile App Developer (Android)
Python,C/C++,,PHP,C#,,None,Cybersecurity Analyst
C/C++,Kotlin,,HTML/CSS,,Python,None,Mobile App Developer (Android)
C/C++,Swift,,,,Kotlin,React,Mobile App Developer (iOS)
C/C++,PHP,,,JavaScript,SQL,None,Database Administrator
Python,PHP,Java,,SQL,,None,Database Administrator
Java,C/C++,SQL,,PHP,,None,Mobile App Developer (Android)
Java,Kotlin,,,,C#,None,Mobile App Developer (Android)
C#,Swift,,,,SQL,React,Mobile App Developer (iOS)
JavaScript,C#,,Kotlin,,,None,Mobile App Developer (Android)
C#,Kotlin,HTML/CSS,,,,None,Mobile App Developer (Android)
Java,JavaScript,,,,PHP,React,Mobile App Developer (Android)
Java,C/C++,,,,,None,Mobile App Developer (Android)
Java,PHP,,,JavaScript,C#,None,Mobile App Developer (Android)
C/C++,Java,,,PHP,,None,Game Developer
C#,,Java,C/C++,,,None,Game Developer
Java,Kotlin,,C#,,C/C++,None,Mobile App Developer (Android)
JavaScript,PHP,SQL,Python,,,None,Database Administrator
Java,SQL,,,C#,Python,React,Mobile App Developer (Android)
JavaScript,C/C++,SQL,,,Java,None,Database Administrator
Java,Kotlin,HTML/CSS,C/C++,,Python,None,Mobile App Developer (Android)
C#,Python,,PHP,,,None,Game Developer
C/C++,Kotlin,,Python,Swift,,React,Mobile App Developer (iOS)
Java,,,,,Swift,None,Mobile App Developer (iOS)
C/C++,Java,,,PHP,Kotlin,None,Mobile App Developer (Android)
Python,JavaScript,,,,,None,Cybersecurity Analyst
C#,,,,,Python,None,Game Developer
Python,,Java,Kotlin,HTML/CSS,,None,Mobile App Developer (Android)
C/C++,PHP,,HTML/CSS,,SQL,None,Database Administrator
C#,C/C++,,,Python,,None,Game Developer
Java,SQL,,,,,None,Mobile App Developer (Android)
JavaScript,Swift,SQL,,,Kotlin,None,Mobile App Developer (iOS)
Python,Swift,Kotlin,,,,None,Mobile App Developer (iOS)
C/C++,HTML/CSS,,,,,None,Game Developer
C/C++,SQL,Java,PHP,,C#,None,Database Administrator
Java,Swift,,Python,C/C++,,None,Mobile App Developer (iOS)
C/C++,C#,,,Python,,None,Game Developer
Python,C#,,,,,None,Cybersecurity Analyst
C/C++,JavaScript,,SQL,,,None,Database Administrator
Python,C/C++,,,PHP,SQL,None,Database Administrator
C/C++,Python,Swift,PHP,SQL,,React,Mobile App Developer (iOS)
C#,Python,JavaScript,,,Kotlin,None,Mobile App Developer (Android)
JavaScript,PHP,Java,,,,React,Front-End Developer
C/C++,JavaScript,,Swift,,,React,Mobile App Developer (iOS)
C/C++,JavaScript,,,Python,,None,Game Developer
Java,SQL,,Kotlin,HTML/CSS,C/C++,React,Mobile App Developer (Android)
Java,C#,Swift,HTML/CSS,,,None,Mobile App Developer (iOS)
C#,Python,,Swift,Kotlin,,React,Mobile App Developer (iOS)
Java,HTML/CSS,,,,Python,React,Mobile App Developer (Android)
JavaScript,Java,SQL,HTML/CSS,Kotlin,,React,Mobile App Developer (Android)
C/C++,Kotlin,Java,,Python,PHP,React,Mobile App Developer (Android)
C#,PHP,Java,,C/C++,,None,Game Developer
C/C++,SQL,JavaScript,Java,,,None,Database Administrator
Java,SQL,HTML/CSS,JavaScript,,,React,Mobile App Developer (Android)
C#,Python,,,,HTML/CSS,None,Game Developer
C/C++,,,,,,None,Game Developer
Python,Swift,,,,,React,Mobile App Developer (iOS)
Java,HTML/CSS,,,PHP,JavaScript,React,Mobile App Developer (Android)
C/C++,SQL,,,,Java,None,Database Administrator
JavaScript,Kotlin,,,C#,,None,Mobile App Developer (Android)
JavaScript,Kotlin,,,Swift,Python,None,Mobile App Developer (iOS)
Python,Swift,,Java,,,None,Mobile App Developer (iOS)
C/C++,Python,Kotlin,Swift,PHP,HTML/CSS,None,Mobile App Developer (iOS)
JavaScript,Swift,PHP,,,,None,Mobile App Developer (iOS)
C/C++,PHP,,Java,Kotlin,SQL,React,Mobile App Developer (Android)
C#,Python,,C/C++,,,None,Game Developer
C#,,,Java,Python,C/C++,None,Game Developer
Python,HTML/CSS,,,,,None,Cybersecurity Analyst
Python,JavaScript,,Kotlin,,,React,Mobile App Developer (Android)
C/C++,Python,,Kotlin,,PHP,React,Mobile App Developer (Android)
C/C++,SQL,,HTML/CSS,Python,,None,Database Administrator
Java,JavaScript,,,,,React,Mobile App Developer (Android)
Python,SQL,C#,,,,None,Database Administrator
Python,PHP,C/C++,Java,,JavaScript,None,Cybersecurity Analyst
JavaScript,Python,Kotlin,,,,None,Mobile App Developer (Android)
Java,,Python,,HTML/CSS,,None,Mobile App Developer (Android)
C#,Swift,JavaScript,Kotlin,SQL,C/C++,React,Mobile App Developer (iOS)
C#,,,,,,None,Game Developer
Python,Java,,,SQL,,None,Database Administrator
C/C++,SQL,C#,,Java,JavaScript,None,Database Administrator
Java,Kotlin,SQL,PHP,,Swift,None,Mobile App Developer (iOS)
C#,PHP,HTML/CSS,JavaScript,SQL,C/C++,None,Database Administrator
JavaScript,C/C++,,Swift,,,None,Mobile App Developer (iOS)
Java,Swift,,,C/C++,SQL,None,Mobile App Developer (iOS)
C#,C/C++,SQL,Kotlin,,,React,Mobile App Developer (Android)
C#,Kotlin,,JavaScript,,,React,Mobile App Developer (Android)
Java,C/C++,,,,SQL,None,Mobile App Developer (Android)
Java,C#,,PHP,,,React,Mobile App Developer (Android)
Python,JavaScript,,,,C#,None,Cybersecurity Analyst
Python,C/C++,SQL,,C#,HTML/CSS,None,Database Administrator
Python,C#,C/C++,Kotlin,,JavaScript,None,Mobile App Developer (Android)
Java,Python,,C/C++,JavaScript,,None,Mobile App Developer (Android)
C#,JavaScript,HTML/CSS,,,,None,Game Developer
Python,HTML/CSS,C/C++,,,,None,Cybersecurity Analyst
JavaScript,PHP,,,,,React,Front-End Developer
Java,C/C++,,,,,React,Mobile App Developer (Android)
Java,PHP,,Swift,HTML/CSS,,None,Mobile App Developer (iOS)
C#,Java,Swift,,JavaScript,HTML/CSS,None,Mobile App Developer (iOS)
C#,C/C++,HTML/CSS,Swift,,,React,Mobile App Developer (iOS)
C/C++,SQL,,Kotlin,,Java,None,Mobile App Developer (Android)
Python,HTML/CSS,C#,,,Kotlin,None,Mobile App Developer (Android)
C/C++,Kotlin,C#,,,,None,Mobile App Developer (Android)
JavaScript,Swift,PHP,,,,None,Mobile App Developer (iOS)
Java,Swift,,,C#,,React,Mobile App Developer (iOS)
C/C++,,,,,C#,None,Game Developer
Java,SQL,Python,,,JavaScript,None,Mobile App Developer (Android)
Python,JavaScript,,,,,None,Cybersecurity Analyst
JavaScript,C/C++,,,,,None,Front-End Developer
JavaScript,PHP,,,,,React,Front-End Developer
Java,HTML/CSS,,JavaScript,,,None,Mobile App Developer (Android)
Python,Swift,,C/C++,,,None,Mobile App Developer (iOS)
C/C++,,,,,PHP,None,Game Developer
JavaScript,C#,,,,Java,React,Front-End Developer
Java,HTML/CSS,,,,JavaScript,None,Mobile App Developer (Android)
Python,SQL,,,PHP,Kotlin,None,Mobile App Developer (Android)
C/C++,,,,,HTML/CSS,None,Game Developer
Java,Swift,PHP,HTML/CSS,C#,JavaScript,None,Mobile App Developer (iOS)
Java,,,Python,,,None,Mobile App Developer (Android)
Java,C/C++,,,C#,HTML/CSS,None,Mobile App Developer (Android)
Python,PHP,Kotlin,JavaScript,,,None,Mobile App Developer (Android)
Python,SQL,,,JavaScript,Java,None,Database Administrator
C/C++,Kotlin,Java,Python,C#,,React,Mobile App Developer (Android)
JavaScript,Java,,,,,None,Front-End Developer
C/C++,Java,,,,JavaScript,None,Game Developer
Python,HTML/CSS,Swift,,Kotlin,,React,Mobile App Developer (iOS)
Java,JavaScript,Python,,PHP,,React,Mobile App Developer (Android)
C/C++,SQL,,,,PHP,None,Database Administrator
Java,,,,SQL,HTML/CSS,None,Mobile App Developer (Android)
JavaScript,C#,,,,,None,Front-End Developer
C#,PHP,,SQL,,,None,Database Administrator
C#,,,,,Swift,React,Mobile App Developer (iOS)
JavaScript,C#,SQL,,Python,Java,None,Database Administrator
C/C++,Swift,SQL,,HTML/CSS,,None,Mobile App Developer (iOS)
C#,C/C++,,,,HTML/CSS,None,Game Developer
JavaScript,Swift,,,,,None,Mobile App Developer (iOS)
JavaScript,PHP,C/C++,,,,React,Front-End Developer
Java,JavaScript,,PHP,,SQL,None,Mobile App Developer (Android)
C#,Swift,,Java,SQL,HTML/CSS,React,Mobile App Developer (iOS)
Java,Kotlin,,PHP,SQL,,None,Mobile App Developer (Android)
C/C++,PHP,Java,,,,None,Game Developer
Java,Swift,,,HTML/CSS,,None,Mobile App Developer (iOS)
JavaScript,Kotlin,C#,,HTML/CSS,,None,Mobile App Developer (Android)
C/C++,HTML/CSS,,,,,None,Game Developer
Python,C#,,,,PHP,None,Cybersecurity Analyst
Java,C/C++,,Kotlin,C#,,React,Mobile App Developer (Android)
C#,Swift,,SQL,,Kotlin,None,Mobile App Developer (iOS)
C#,Kotlin,,,PHP,,None,Mobile App Developer (Android)
Java,Swift,SQL,JavaScript,HTML/CSS,,None,Mobile App Developer (iOS)
Python,Java,,,,,None,Cybersecurity Analyst
Python,C/C++,,,JavaScript,SQL,None,Database Administrator
C#,C/C++,,Python,Java,Kotlin,None,Mobile App Developer (Android)
C/C++,JavaScript,,HTML/CSS,C#,,None,Game Developer
C#,,,,,JavaScript,None,Game Developer
C/C++,SQL,,,JavaScript,,None,Database Administrator
JavaScript,SQL,,,C#,,None,Database Administrator
Java,Python,,PHP,,,React,Mobile App Developer (Android)
Python,Java,PHP,,,,None,Cybersecurity Analyst
JavaScript,Kotlin,,,,,None,Mobile App Developer (Android)
C/C++,,Kotlin,PHP,JavaScript,Swift,None,Mobile App Developer (iOS)
C/C++,Swift,SQL,Kotlin,C#,Java,None,Mobile App Developer (iOS)
C#,Java,Python,PHP,,,None,Game Developer
C#,SQL,Kotlin,,,,None,Mobile App Developer (Android)
Java,HTML/CSS,,,JavaScript,SQL,None,Mobile App Developer (Android)
C#,PHP,,,Python,,None,Game Developer
Java,C/C++,,,,Kotlin,None,Mobile App Developer (Android)
Java,C#,,,,SQL,None,Mobile App Developer (Android)
Java,C#,,,,Kotlin,None,Mobile App Developer (Android)
Python,HTML/CSS,C#,,,PHP,None,Cybersecurity Analyst
JavaScript,Swift,,C#,PHP,HTML/CSS,React,Mobile App Developer (iOS)
Java,JavaScript,Swift,,HTML/CSS,,None,Mobile App Developer (iOS)
C/C++,Java,JavaScript,SQL,Swift,Kotlin,None,Mobile App Developer (iOS)
C#,,PHP,,,,None,Game Developer
JavaScript,Swift,,C/C++,,HTML/CSS,None,Mobile App Developer (iOS)
C#,SQL,,,,,None,Database Administrator
Python,PHP,,JavaScript,,Kotlin,None,Mobile App Developer (Android)
C/C++,JavaScript,,SQL,,,None,Database Administrator
